Instance MapleLcmDistChrBt MapleLcmDistChrBT-v1-r1000-lbdlim-10 MapleLcmDistChrBT-v2-r500-lbdlim-14 MapleLCMDist-v1-r1000-lbdlim-10 MapleLCMDist-v2-r500-lbdlim-14 MapleLCMDist
mp1-ps-5000-21250-3-0-0.7-0-1.45-4.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.45-6.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.45-8.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.50-0.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.50-2.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.50-4.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.50-6.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.7-0-1.50-8.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.50-0.cnf 55.8431 74.2018 60.8358 63.0066 60.6703 62.8368 
mp1-ps-5000-21250-3-0-0.8-0-1.50-2.cnf 110.4 123.684 126.396 113.899 121.89 122.413 
mp1-ps-5000-21250-3-0-0.8-0-1.50-4.cnf 127.783 126.333 125.132 114.32 128.89 112.028 
mp1-ps-5000-21250-3-0-0.8-0-1.50-6.cnf 65.2591 75.994 64.3834 60.7874 61.1679 50.2564 
mp1-ps-5000-21250-3-0-0.8-0-1.50-8.cnf 104.872 119.784 113.855 109.663 120.82 112.977 
mp1-ps-5000-21250-3-0-0.8-0-1.55-0.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.55-2.cnf 560.924 590.965 657.863 573.352 625.507 558.458 
mp1-ps-5000-21250-3-0-0.8-0-1.55-4.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.55-6.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.55-8.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.60-0.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.60-2.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.60-4.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.60-6.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.60-8.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.70-0.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.70-2.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.70-4.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.70-6.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-ps-5000-21250-3-0-0.8-0-1.70-8.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-qpr-bmp280-driver-14.cnf 2500.53 2522.51 2500.44 18.7869 7.75194 7.8299 
mp1-qpr-bmp280-driver-5.cnf 13.8264 33.6834 13.71 114.041 30.1942 11.6275 
mp1-rubikcube012.cnf 4783.44 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube031.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube101.cnf 290.148 308.485 315.222 306.302 315.183 294.48 
mp1-rubikcube120.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube212.cnf 2207.31 2231.88 2692.66 2275.95 2573.46 2430.81 
mp1-rubikcube220.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube301.cnf 370.449 352.9 372.606 349.207 367.3 348.15 
mp1-rubikcube312.cnf 3949.69 2566.74 4908.47 2809.22 3712.57 3332.95 
mp1-rubikcube401.cnf 504.206 498.497 433.302 414.413 455.59 537.427 
mp1-rubikcube420.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube512.cnf 2887.29 3516.45 4914.87 2496.39 2773.05 2879.52 
mp1-rubikcube520.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube601.cnf 224.649 219.376 222.031 201.041 210.886 226.085 
mp1-rubikcube612.cnf 2851.16 445.481 3122.62 1412.62 1206.33 705.25 
mp1-rubikcube701.cnf 346.395 370.34 328.093 338.242 404.853 413.674 
mp1-rubikcube720.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube812.cnf 2439.55 3224.65 3000.61 2629.08 3146.23 2635.55 
mp1-rubikcube820.cnf 1e+100 1e+100 1e+100 1e+100 1e+100 1e+100 
mp1-rubikcube901.cnf 269.549 266.285 236.83 227.806 251.327 231.173 
mp1-rubikcube912.cnf 2026.6 2264.75 2370.25 2125.9 2194.85 2420.49 
mp1-squ-ali-s10x10-c39-abio-SAT.cnf 1177.21 83.8582 1488.01 591.057 2506.96 1162.13 
mp1-squ-ali-s10x10-c39-abix-SAT.cnf 2825.64 199.066 951.867 83.7572 372.116 54.6387 
mp1-squ-ali-s10x10-c39-bail-SAT.cnf 290.777 1236.54 2824.71 60.0793 461.262 278.309 
mp1-squ-ali-s10x10-c39-sinx-SAT.cnf 186.016 30.2157 13.3255 17.0164 13.7205 204.411 
mp1-squ-ali-s10x10-c39-sinz-SAT.cnf 212.224 194.393 15.997 108.916 327.295 60.0595 
mp1-squ-any-s09x07-c27-abio-UNS.cnf 461.817 494.118 502.271 445.122 497.274 477.776 
mp1-squ-any-s09x07-c27-abix-UNS.cnf 453.536 499.053 490.872 444.436 499.629 511.616 
mp1-squ-any-s09x07-c27-bail-UNS.cnf 437.958 482.943 459.634 435.074 466.661 418.31 
mp1-squ-any-s09x07-c27-sinx-UNS.cnf 379.448 428.379 420.458 330.199 388.169 325.481 
mp1-squ-any-s09x07-c27-sinz-UNS.cnf 361.443 384.222 381.41 346.226 348.517 370.624 
mp1-tri-ali-s11-c35-abio-UNS.cnf 88.4004 99.8544 83.1186 80.5717 77.1661 89.2006 
mp1-tri-ali-s11-c35-abix-UNS.cnf 91.2008 108.976 92.5189 78.762 90.1519 89.4221 
mp1-tri-ali-s11-c35-bail-UNS.cnf 103.565 121.664 107.06 95.939 109.413 91.359 
mp1-tri-ali-s11-c35-sinx-UNS.cnf 59.5406 77.9398 63.0822 63.7726 68.1122 53.7861 
mp1-tri-ali-s11-c35-sinz-UNS.cnf 83.8078 93.5287 83.413 74.3919 88.8057 79.7968 
